age,active_member,gender
3.871201010907891,0,1
3.2188758248682006,1,1
3.4657359027997265,0,1
3.6635616461296463,1,1
3.4657359027997265,0,1
4.0943445622221,0,1
3.258096538021482,0,1
3.7376696182833684,1,0
3.5263605246161616,0,1
3.6888794541139363,1,1
3.5263605246161616,1,0
4.1588830833596715,1,0
3.8501476017100584,0,1
3.7612001156935624,0,1
3.8501476017100584,1,1
3.7612001156935624,0,1
3.5553480614894135,1,0
3.7612001156935624,0,1
3.9512437185814275,0,0
3.4657359027997265,1,1
3.5553480614894135,0,1
3.9318256327243257,1,0
3.5263605246161616,1,1
4.1588830833596715,0,0
3.4011973816621555,1,1
3.5553480614894135,0,0
4.007333185232471,1,0
3.7612001156935624,1,0
3.6375861597263857,0,1
3.367295829986474,1,1
3.2188758248682006,0,1
3.7376696182833684,1,1
4.110873864173311,0,1
3.970291913552122,0,0
3.9889840465642745,0,1
3.58351893845611,0,1
3.5553480614894135,0,1
3.912023005428146,1,0
3.091042453358316,1,0
3.332204510175204,0,1
3.6109179126442243,1,1
3.6888794541139363,0,0
3.912023005428146,1,1
3.5553480614894135,0,1
3.2188758248682006,0,1
3.912023005428146,1,1
3.58351893845611,0,0
3.1780538303479458,0,1
3.367295829986474,0,1
3.8501476017100584,1,0
3.7612001156935624,0,0
3.6635616461296463,0,1
3.5553480614894135,0,1
3.9512437185814275,0,1
3.6109179126442243,0,1
4.02535169073515,1,1
3.332204510175204,1,0
3.367295829986474,0,0
3.4965075614664802,1,1
3.4011973816621555,1,1
3.6635616461296463,0,0
3.1354942159291497,0,0
3.871201010907891,1,1
3.4339872044851463,0,0
3.6888794541139363,0,0
3.5263605246161616,0,0
4.382026634673881,1,1
3.8066624897703196,1,0
3.9512437185814275,0,1
3.912023005428146,0,1
3.4965075614664802,1,0
3.713572066704308,1,0
3.6109179126442243,1,1
3.6375861597263857,0,0
3.6109179126442243,1,1
3.8501476017100584,0,0
3.367295829986474,1,0
3.6375861597263857,1,1
3.1780538303479458,0,1
3.6375861597263857,1,0
3.4339872044851463,0,0
3.1780538303479458,0,1
3.5263605246161616,0,1
3.6635616461296463,1,1
3.5553480614894135,0,0
3.332204510175204,1,1
3.1780538303479458,0,0
3.7612001156935624,1,1
3.58351893845611,0,1
3.871201010907891,0,0
3.7376696182833684,1,0
3.6888794541139363,0,1
3.8066624897703196,1,1
3.713572066704308,0,1
3.6375861597263857,1,0
3.258096538021482,1,1
3.5553480614894135,0,0
4.2626798770413155,1,1
3.295836866004329,1,0
3.2188758248682006,0,0
3.4657359027997265,0,1
3.58351893845611,0,1
3.5263605246161616,0,0
4.07753744390572,1,1
4.23410650459726,1,0
3.9512437185814275,1,0
3.7376696182833684,0,1
3.58351893845611,1,1
3.7376696182833684,0,1
3.6109179126442243,1,0
3.828641396489095,0,0
3.6109179126442243,1,0
3.6375861597263857,1,1
3.871201010907891,0,1
3.9512437185814275,1,0
3.8501476017100584,0,0
3.367295829986474,0,0
4.007333185232471,1,1
4.110873864173311,1,0
3.332204510175204,1,0
3.9318256327243257,0,0
3.6635616461296463,0,0
3.1354942159291497,0,1
3.8501476017100584,1,0
3.7376696182833684,0,0
2.9444389791664403,0,1
3.4339872044851463,0,1
3.6635616461296463,0,1
3.367295829986474,0,1
3.7612001156935624,1,0
3.8918202981106265,1,0
4.007333185232471,1,0
3.8501476017100584,1,1
3.258096538021482,0,1
3.044522437723423,1,1
3.332204510175204,1,0
3.6109179126442243,1,1
3.258096538021482,1,1
3.6375861597263857,0,0
3.332204510175204,0,1
3.4339872044851463,0,1
4.0943445622221,1,1
3.6109179126442243,0,0
3.58351893845611,0,0
3.295836866004329,0,0
3.5553480614894135,1,1
3.5553480614894135,1,1
3.4011973816621555,0,1
3.5553480614894135,1,0
3.4657359027997265,0,0
3.6109179126442243,0,1
3.6109179126442243,1,0
3.8918202981106265,0,0
3.5263605246161616,0,1
3.4657359027997265,1,1
3.7376696182833684,1,1
3.6888794541139363,0,1
4.007333185232471,1,0
3.828641396489095,0,0
3.332204510175204,0,0
3.6109179126442243,1,1
3.295836866004329,1,1
3.4339872044851463,0,1
3.713572066704308,0,0
3.5553480614894135,0,0
3.4965075614664802,1,1
3.6109179126442243,1,0
3.4657359027997265,0,0
3.367295829986474,1,1
3.4657359027997265,0,1
3.8501476017100584,0,0
3.784189633918261,1,1
4.04305126783455,1,0
3.1354942159291497,1,1
3.6109179126442243,0,1
3.828641396489095,1,0
3.912023005428146,0,1
3.713572066704308,1,1
3.5553480614894135,0,0
4.007333185232471,1,0
3.58351893845611,0,0
3.6375861597263857,1,0
3.6375861597263857,0,1
3.4011973816621555,1,1
3.58351893845611,1,1
3.5263605246161616,0,0
3.4965075614664802,0,1
3.6635616461296463,1,0
4.127134385045092,1,1
3.295836866004329,0,0
3.4339872044851463,0,1
3.4657359027997265,1,1
3.6888794541139363,1,1
3.367295829986474,1,0
3.2188758248682006,1,0
3.6109179126442243,1,1
3.6375861597263857,1,1
3.8066624897703196,0,0
3.7376696182833684,1,0
4.07753744390572,1,0
4.0943445622221,1,0
3.4339872044851463,1,0
3.713572066704308,1,1
3.6109179126442243,1,1
3.4657359027997265,0,1
4.1588830833596715,1,1
3.6888794541139363,1,0
3.6635616461296463,0,1
4.1588830833596715,1,0
3.4965075614664802,1,1
3.713572066704308,0,1
3.828641396489095,0,0
3.091042453358316,1,1
3.4965075614664802,1,0
3.6888794541139363,1,0
3.4657359027997265,0,0
3.828641396489095,1,1
3.6109179126442243,0,1
3.871201010907891,0,0
3.6109179126442243,0,0
3.332204510175204,0,0
3.6635616461296463,1,0
3.4339872044851463,1,0
3.367295829986474,1,1
3.091042453358316,1,0
4.31748811353631,1,0
3.4965075614664802,1,1
2.8903717578961645,1,1
3.5553480614894135,0,1
3.8918202981106265,1,0
3.7612001156935624,0,0
3.2188758248682006,0,1
3.9512437185814275,1,1
3.4011973816621555,0,0
3.58351893845611,1,1
3.5553480614894135,1,0
3.6375861597263857,1,1
3.367295829986474,0,1
3.295836866004329,0,1
3.6109179126442243,0,0
3.258096538021482,1,1
3.8066624897703196,1,0
3.828641396489095,0,0
4.07753744390572,0,0
3.6635616461296463,1,0
3.5553480614894135,0,0
3.5263605246161616,1,1
3.4011973816621555,0,0
3.713572066704308,1,0
3.6888794541139363,0,1
3.4657359027997265,0,1
3.7612001156935624,1,0
4.1588830833596715,0,0
3.970291913552122,1,0
3.6375861597263857,1,0
3.871201010907891,1,0
3.5553480614894135,0,1
3.4965075614664802,1,1
3.4965075614664802,1,1
3.2188758248682006,0,0
3.4965075614664802,1,0
4.060443010546419,1,0
3.6888794541139363,0,1
3.58351893845611,0,1
3.8918202981106265,0,0
3.6375861597263857,0,1
3.044522437723423,1,0
3.7376696182833684,0,0
3.7612001156935624,0,0
4.276666119016055,1,1
3.4011973816621555,1,1
3.713572066704308,1,1
3.4965075614664802,1,1
3.9889840465642745,1,0
2.995732273553991,1,1
3.6109179126442243,1,0
4.23410650459726,0,1
3.091042453358316,1,1
3.6888794541139363,0,1
3.4011973816621555,1,1
3.784189633918261,0,1
3.5553480614894135,1,1
3.6109179126442243,0,1
3.784189633918261,0,1
3.7612001156935624,1,1
4.02535169073515,0,1
3.6109179126442243,0,0
3.4339872044851463,1,1
3.7376696182833684,1,1
3.58351893845611,1,0
3.332204510175204,1,0
3.295836866004329,1,0
3.784189633918261,0,1
3.8918202981106265,0,1
2.9444389791664403,1,1
3.8918202981106265,1,1
3.4657359027997265,1,1
4.060443010546419,0,0
3.4965075614664802,1,1
3.4657359027997265,1,1
3.6888794541139363,1,1
3.6109179126442243,1,1
3.2188758248682006,0,0
3.828641396489095,1,1
3.4657359027997265,1,1
3.871201010907891,1,1
3.8918202981106265,1,1
3.332204510175204,0,1
3.044522437723423,1,1
3.4657359027997265,1,0
3.295836866004329,0,0
3.8918202981106265,1,0
3.6888794541139363,1,1
3.4965075614664802,1,0
3.6109179126442243,1,1
3.332204510175204,0,1
3.5553480614894135,0,1
3.58351893845611,0,0
3.6109179126442243,0,0
3.332204510175204,0,0
3.8501476017100584,0,1
3.4965075614664802,0,0
3.367295829986474,1,0
3.713572066704308,1,1
3.4011973816621555,1,1
4.174387269895637,0,1
4.0943445622221,1,1
3.4657359027997265,1,0
3.6375861597263857,0,0
3.367295829986474,0,0
3.58351893845611,1,0
3.9512437185814275,0,1
3.044522437723423,1,1
3.9318256327243257,1,0
3.6375861597263857,0,0
3.2188758248682006,0,0
3.5553480614894135,1,1
3.5263605246161616,0,1
3.8066624897703196,1,1
3.8066624897703196,0,1
3.6109179126442243,0,1
4.110873864173311,0,0
4.143134726391533,1,0
3.7376696182833684,1,1
3.871201010907891,1,0
3.367295829986474,1,0
3.912023005428146,1,0
3.784189633918261,0,1
3.8918202981106265,1,1
3.4657359027997265,0,1
4.31748811353631,1,1
3.1780538303479458,1,1
3.5263605246161616,0,1
3.4011973816621555,0,1
3.367295829986474,0,1
3.912023005428146,1,0
3.7612001156935624,0,1
3.713572066704308,1,1
3.5553480614894135,1,0
3.4339872044851463,1,1
3.713572066704308,0,0
3.6888794541139363,1,1
3.4657359027997265,0,0
3.8501476017100584,1,0
3.8918202981106265,0,0
3.4965075614664802,0,0
3.091042453358316,0,1
3.871201010907891,0,1
3.7612001156935624,0,1
3.2188758248682006,1,1
3.4011973816621555,0,1
3.332204510175204,0,0
3.332204510175204,1,1
3.4657359027997265,0,1
3.4657359027997265,0,0
3.6375861597263857,1,0
3.4339872044851463,1,0
3.4965075614664802,0,1
3.4965075614664802,0,1
3.5553480614894135,1,1
3.784189633918261,0,1
2.995732273553991,1,0
3.8066624897703196,1,1
3.258096538021482,0,0
3.8918202981106265,0,0
3.332204510175204,0,1
3.828641396489095,1,1
3.6888794541139363,1,1
3.7612001156935624,1,1
3.5553480614894135,1,1
3.4657359027997265,0,1
3.1354942159291497,1,1
4.248495242049359,0,0
3.828641396489095,0,1
3.4339872044851463,0,0
3.9512437185814275,0,0
3.295836866004329,1,1
3.5263605246161616,1,0
3.5263605246161616,0,0
3.4657359027997265,1,0
3.4011973816621555,0,0
3.7612001156935624,1,0
3.6375861597263857,1,1
3.4657359027997265,1,1
3.4965075614664802,0,1
3.6375861597263857,1,0
3.2188758248682006,0,0
3.6635616461296463,0,1
3.5553480614894135,0,1
3.58351893845611,1,1
3.5263605246161616,1,1
3.332204510175204,1,1
3.7376696182833684,0,0
3.6375861597263857,0,0
3.5263605246161616,0,1
3.6109179126442243,0,0
3.6109179126442243,0,1
3.6375861597263857,0,1
3.367295829986474,0,1
4.007333185232471,1,1
3.332204510175204,0,0
3.828641396489095,1,1
3.4011973816621555,1,1
3.5263605246161616,1,1
3.8918202981106265,0,1
3.5553480614894135,1,0
3.258096538021482,0,1
3.8918202981106265,1,1
4.343805421853684,1,1
3.5553480614894135,1,1
3.7612001156935624,0,1
3.332204510175204,1,1
3.4339872044851463,1,1
3.8918202981106265,0,1
3.871201010907891,0,0
4.30406509320417,1,1
3.6375861597263857,1,1
3.8501476017100584,0,0
3.8918202981106265,0,1
3.7612001156935624,1,0
3.7376696182833684,1,0
3.5553480614894135,1,0
3.5553480614894135,1,1
3.7376696182833684,1,1
4.189654742026425,1,1
3.4965075614664802,1,0
3.713572066704308,1,0
3.4965075614664802,0,1
3.4965075614664802,0,0
3.828641396489095,1,0
3.970291913552122,1,0
3.367295829986474,1,1
3.7376696182833684,1,0
3.912023005428146,0,1
2.9444389791664403,0,0
3.4339872044851463,1,1
3.5263605246161616,0,1
3.4011973816621555,0,0
3.367295829986474,0,1
3.4965075614664802,1,0
3.970291913552122,0,0
3.4965075614664802,0,1
3.4657359027997265,1,1
4.04305126783455,0,0
3.4657359027997265,1,1
3.713572066704308,0,1
3.6375861597263857,1,1
3.4339872044851463,1,1
3.2188758248682006,1,1
3.5553480614894135,0,0
3.5553480614894135,1,1
4.219507705176107,0,1
3.6635616461296463,1,0
3.332204510175204,0,1
3.8501476017100584,0,1
3.4339872044851463,1,0
3.9512437185814275,0,0
3.6635616461296463,0,0
3.7376696182833684,1,1
3.828641396489095,0,0
3.6888794541139363,0,1
3.5553480614894135,0,0
3.4657359027997265,1,1
3.6109179126442243,0,0
3.5553480614894135,0,0
3.9318256327243257,1,1
3.6109179126442243,0,1
3.8918202981106265,0,1
3.5553480614894135,0,0
3.2188758248682006,0,0
3.8918202981106265,1,0
3.58351893845611,0,1
4.248495242049359,1,1
4.110873864173311,1,1
3.784189633918261,0,0
3.7376696182833684,1,0
3.4965075614664802,1,1
3.367295829986474,1,1
3.332204510175204,0,0
3.5553480614894135,1,1
3.5553480614894135,0,0
3.4657359027997265,0,0
3.6375861597263857,1,1
3.6888794541139363,1,1
3.258096538021482,0,1
3.8066624897703196,1,0
3.5553480614894135,0,0
3.332204510175204,1,1
3.7612001156935624,0,0
3.6109179126442243,1,0
3.4339872044851463,1,0
4.30406509320417,1,0
3.6375861597263857,0,1
3.6109179126442243,1,1
3.8066624897703196,0,0
4.060443010546419,1,1
3.4011973816621555,1,1
3.58351893845611,0,1
3.1354942159291497,0,0
3.4339872044851463,1,1
3.5553480614894135,0,0
3.6375861597263857,0,0
3.713572066704308,1,0
3.871201010907891,0,1
3.8501476017100584,0,1
3.6635616461296463,0,0
3.4657359027997265,1,1
3.2188758248682006,1,0
3.332204510175204,1,0
3.4657359027997265,0,0
3.6635616461296463,0,0
3.784189633918261,0,1
4.290459441148391,1,0
3.6109179126442243,0,1
3.4339872044851463,1,1
3.6888794541139363,0,0
3.828641396489095,0,1
3.4339872044851463,1,1
3.332204510175204,0,0
3.4657359027997265,0,1
3.4011973816621555,0,1
3.4965075614664802,1,1
3.6375861597263857,0,0
3.4965075614664802,1,1
3.7376696182833684,0,0
3.332204510175204,1,0
3.367295829986474,0,0
3.58351893845611,0,0
3.5553480614894135,1,1
3.5263605246161616,0,0
3.5263605246161616,1,0
3.8066624897703196,1,1
3.6109179126442243,1,1
3.367295829986474,0,1
3.5263605246161616,1,0
3.258096538021482,0,1
3.828641396489095,0,0
3.4339872044851463,1,0
3.5263605246161616,1,1
3.1780538303479458,1,1
3.367295829986474,1,1
3.8918202981106265,0,0
3.6375861597263857,1,1
3.258096538021482,0,1
3.7612001156935624,0,0
3.6375861597263857,0,1
3.8501476017100584,0,1
3.6888794541139363,0,1
3.5263605246161616,0,0
3.4339872044851463,1,0
3.713572066704308,1,1
4.110873864173311,1,1
3.4339872044851463,0,1
3.091042453358316,0,0
3.6375861597263857,0,0
3.5553480614894135,0,1
4.110873864173311,0,1
4.204692619390966,1,1
3.784189633918261,1,1
3.7612001156935624,1,1
3.4657359027997265,1,0
3.58351893845611,0,1
3.4965075614664802,0,1
3.8066624897703196,0,1
3.4965075614664802,1,0
3.258096538021482,1,1
3.4965075614664802,0,1
3.1780538303479458,1,1
3.6635616461296463,0,0
3.5553480614894135,0,0
3.4657359027997265,1,0
3.4339872044851463,0,0
3.6635616461296463,0,0
3.6109179126442243,0,1
3.6635616461296463,0,0
3.58351893845611,1,0
3.58351893845611,0,1
3.4965075614664802,1,1
3.7612001156935624,1,1
3.332204510175204,0,1
3.7612001156935624,0,0
3.6635616461296463,0,0
3.4339872044851463,0,0
3.5263605246161616,0,0
3.332204510175204,0,1
3.5263605246161616,1,0
3.4339872044851463,0,0
3.5263605246161616,1,1
3.6888794541139363,1,1
3.9512437185814275,1,1
3.8501476017100584,0,0
3.5263605246161616,1,1
3.713572066704308,0,0
3.332204510175204,1,0
3.2188758248682006,1,1
3.5553480614894135,1,0
3.367295829986474,1,0
3.8066624897703196,1,0
3.6888794541139363,0,0
3.8066624897703196,1,1
2.8903717578961645,1,1
3.9512437185814275,0,0
3.4965075614664802,1,1
3.258096538021482,0,1
3.4339872044851463,1,0
3.6109179126442243,1,0
3.713572066704308,1,1
3.4657359027997265,0,1
3.4011973816621555,1,1
3.7376696182833684,1,1
4.07753744390572,0,1
3.9512437185814275,0,1
2.8903717578961645,0,1
3.4657359027997265,1,1
3.8066624897703196,1,0
3.6635616461296463,1,1
3.6375861597263857,1,1
3.8066624897703196,0,0
3.58351893845611,1,1
3.4011973816621555,1,0
4.219507705176107,1,1
3.58351893845611,0,1
3.6375861597263857,0,1
3.4965075614664802,0,0
3.9889840465642745,1,0
3.713572066704308,0,0
3.295836866004329,0,0
3.4657359027997265,1,1
3.4965075614664802,0,1
3.6375861597263857,0,0
3.7612001156935624,1,0
3.8501476017100584,1,1
3.9512437185814275,0,1
3.713572066704308,1,1
3.58351893845611,1,1
3.367295829986474,0,0
3.4339872044851463,0,1
3.6375861597263857,0,0
3.091042453358316,0,1
3.5553480614894135,0,0
3.713572066704308,0,0
3.6635616461296463,0,1
3.4339872044851463,0,1
3.58351893845611,0,0
4.248495242049359,1,1
4.248495242049359,1,1
3.6888794541139363,0,0
3.332204510175204,0,1
3.8066624897703196,1,1
3.6888794541139363,1,1
3.367295829986474,1,1
4.110873864173311,1,1
3.8066624897703196,1,0
3.332204510175204,1,1
3.8066624897703196,0,1
3.4011973816621555,1,0
3.4657359027997265,1,1
3.58351893845611,0,0
3.5263605246161616,0,0
3.6109179126442243,0,0
3.6888794541139363,1,0
3.828641396489095,1,0
3.367295829986474,1,0
4.31748811353631,1,1
3.7612001156935624,0,1
3.784189633918261,1,1
3.258096538021482,0,0
3.4339872044851463,1,0
3.871201010907891,1,0
3.6888794541139363,0,0
3.784189633918261,1,0
3.1780538303479458,1,1
3.6375861597263857,0,0
3.6375861597263857,1,0
3.4339872044851463,0,0
3.5263605246161616,0,1
3.6375861597263857,1,0
3.5553480614894135,1,0
3.6888794541139363,0,1
3.4965075614664802,1,1
3.58351893845611,0,1
3.8066624897703196,0,1
4.204692619390966,1,1
3.7612001156935624,0,0
3.6888794541139363,1,1
3.332204510175204,1,1
3.4339872044851463,1,1
3.091042453358316,1,0
3.367295829986474,0,0
3.6109179126442243,1,0
3.784189633918261,1,1
3.332204510175204,0,0
3.258096538021482,1,1
3.367295829986474,0,1
3.7612001156935624,0,1
4.1588830833596715,1,1
3.6888794541139363,0,0
3.4657359027997265,0,0
3.8066624897703196,0,1
3.5553480614894135,0,0
3.8918202981106265,0,0
3.871201010907891,0,1
3.8501476017100584,1,1
3.1780538303479458,1,0
3.6109179126442243,1,1
3.871201010907891,0,0
3.4965075614664802,1,1
3.6375861597263857,0,0
3.58351893845611,1,1
3.6635616461296463,1,0
3.58351893845611,1,1
3.6109179126442243,0,1
3.367295829986474,0,1
3.9512437185814275,1,0
3.5263605246161616,0,1
3.4339872044851463,1,1
3.8918202981106265,1,1
3.4965075614664802,0,0
3.6635616461296463,1,1
3.4339872044851463,0,1
3.367295829986474,1,1
3.7376696182833684,1,1
3.4965075614664802,0,0
4.2626798770413155,1,0
3.332204510175204,1,1
3.871201010907891,0,0
3.6109179126442243,0,1
3.1354942159291497,1,0
3.6375861597263857,1,0
3.6109179126442243,0,0
3.4339872044851463,0,0
4.02535169073515,1,1
4.02535169073515,0,0
3.6888794541139363,0,1
2.9444389791664403,1,0
3.332204510175204,1,1
3.8501476017100584,1,1
3.6109179126442243,0,1
3.4339872044851463,1,1
3.4965075614664802,1,0
3.713572066704308,0,0
4.060443010546419,1,1
3.6888794541139363,0,1
4.143134726391533,1,0
3.713572066704308,0,0
3.871201010907891,0,0
3.6375861597263857,0,1
3.784189633918261,1,1
3.7612001156935624,0,1
3.784189633918261,1,1
3.58351893845611,0,0
3.6375861597263857,0,1
4.174387269895637,0,1
3.6635616461296463,0,0
3.6888794541139363,1,1
3.332204510175204,1,0
3.4657359027997265,0,1
3.4011973816621555,1,0
3.6375861597263857,1,1
3.58351893845611,0,0
3.7612001156935624,0,1
3.6109179126442243,1,1
3.7612001156935624,1,1
3.713572066704308,0,1
4.02535169073515,1,0
3.367295829986474,0,0
3.5553480614894135,1,1
3.7376696182833684,0,0
3.6635616461296463,0,0
3.713572066704308,1,1
3.871201010907891,0,0
4.007333185232471,1,1
3.5553480614894135,1,1
3.4965075614664802,0,1
3.6375861597263857,0,0
3.5553480614894135,0,0
4.0943445622221,1,1
3.295836866004329,0,1
3.4339872044851463,0,1
3.713572066704308,1,1
3.6635616461296463,0,1
3.332204510175204,1,0
3.6635616461296463,0,1
4.060443010546419,0,0
3.367295829986474,0,1
3.6888794541139363,1,1
3.4965075614664802,1,1
3.713572066704308,0,1
3.6109179126442243,0,1
3.6888794541139363,1,0
3.4965075614664802,1,1
3.713572066704308,1,0
3.5553480614894135,0,1
3.1354942159291497,0,1
3.8501476017100584,1,1
3.8918202981106265,1,0
3.6635616461296463,0,0
3.6888794541139363,1,1
3.871201010907891,1,0
3.58351893845611,1,1
3.9889840465642745,1,1
3.6375861597263857,1,1
3.9318256327243257,1,1
3.5553480614894135,0,0
3.2188758248682006,1,0
3.7376696182833684,1,1
4.0943445622221,1,0
3.5263605246161616,0,1
3.8501476017100584,0,0
2.9444389791664403,0,0
3.5553480614894135,1,1
3.871201010907891,1,1
3.332204510175204,0,0
3.1780538303479458,0,1
3.4657359027997265,1,0
3.2188758248682006,1,1
3.6109179126442243,0,0
3.6888794541139363,0,0
3.6635616461296463,0,0
3.4011973816621555,0,0
3.58351893845611,0,0
3.58351893845611,1,1
3.7612001156935624,0,1
3.8066624897703196,1,0
4.04305126783455,1,0
4.04305126783455,1,0
3.5263605246161616,0,1
3.6635616461296463,0,1
3.828641396489095,1,1
3.295836866004329,0,0
3.8066624897703196,1,0
3.9512437185814275,0,0
3.367295829986474,1,1
3.871201010907891,1,0
3.58351893845611,0,0
3.4657359027997265,0,1
4.189654742026425,1,0
4.110873864173311,1,1
3.5553480614894135,0,1
3.58351893845611,1,0
3.367295829986474,0,1
3.6375861597263857,1,1
3.9512437185814275,0,1
3.9512437185814275,0,1
3.332204510175204,0,1
3.8501476017100584,0,1
3.828641396489095,1,1
3.332204510175204,0,1
3.6375861597263857,1,1
3.4965075614664802,0,1
4.2626798770413155,1,0
3.8501476017100584,1,1
3.5263605246161616,1,1
3.295836866004329,0,1
3.332204510175204,0,1
3.7612001156935624,1,1
3.8918202981106265,0,0
3.713572066704308,1,1
3.1354942159291497,0,1
3.367295829986474,1,1
3.713572066704308,0,1
3.2188758248682006,0,0
3.295836866004329,1,1
3.784189633918261,0,1
3.6888794541139363,0,0
4.204692619390966,1,1
3.4011973816621555,1,0
3.58351893845611,0,1
3.332204510175204,0,1
3.332204510175204,0,1
3.1780538303479458,1,0
3.5553480614894135,0,0
3.58351893845611,0,1
3.5263605246161616,1,1
3.4011973816621555,0,1
